cve_id,true_label,predicted_risk,epss_score
CVE-2025-64128,0,0.823253641592097,0.02328
CVE-2025-20282,0,0.823253641592097,0.09805
CVE-2025-20281,1,0.823253641592097,0.96732
CVE-2025-49410,0,0.823253641592097,0.00452
CVE-2025-58321,0,0.823253641592097,0.01217
CVE-2025-24085,1,0.823253641592097,0.18668
CVE-2025-54253,1,0.823253641592097,0.87515
CVE-2025-52572,0,0.823253641592097,0.00619
CVE-2026-61447,0,0.823253641592097,0.00544
CVE-2025-48106,0,0.823253641592097,0.00565
CVE-2025-39401,0,0.823253641592097,0.00463
CVE-2025-47577,0,0.823253641592097,0.05128
CVE-2026-32737,0,0.823253641592097,0.00386
CVE-2026-37541,0,0.823253641592097,0.00678
CVE-2026-10561,0,0.823253641592097,0.00502
CVE-2021-47667,0,0.823253641592097,0.29766
CVE-2026-24054,0,0.823253641592097,0.00438
CVE-2026-25586,0,0.823253641592097,0.00636
CVE-2024-39760,0,0.823253641592097,0.17378
CVE-2024-39761,0,0.823253641592097,0.08168
CVE-2024-36290,0,0.823253641592097,0.01359
CVE-2025-60206,0,0.823253641592097,0.00482
CVE-2024-39754,0,0.823253641592097,0.01257
CVE-2024-36258,0,0.823253641592097,0.12447
CVE-2026-23693,0,0.823253641592097,0.00384
CVE-2026-42369,0,0.823253641592097,0.00514
CVE-2026-43633,0,0.823253641592097,0.01072
CVE-2026-22686,0,0.823253641592097,0.00588
CVE-2026-10520,1,0.823253641592097,0.99041
CVE-2025-49885,0,0.823253641592097,0.00348
CVE-2026-48772,0,0.823253641592097,0.00185
CVE-2026-45480,0,0.823253641592097,0.00562
CVE-2025-54119,0,0.823253641592097,0.00468
CVE-2024-39608,0,0.823253641592097,0.0137
CVE-2025-3450,0,0.823253641592097,0.0026
CVE-2025-48827,0,0.823253641592097,0.69817
CVE-2025-57792,0,0.823253641592097,0.0039
CVE-2024-48841,0,0.823253641592097,0.04328
CVE-2025-63531,0,0.823253641592097,0.00587
CVE-2026-48303,0,0.823253641592097,0.00553
CVE-2026-41553,0,0.823253641592097,0.00648
CVE-2025-64721,0,0.823253641592097,0.00627
CVE-2025-32440,0,0.823253641592097,0.00527
CVE-2025-10264,0,0.823253641592097,0.0045
CVE-2025-68271,0,0.823253641592097,0.00536
CVE-2025-32975,1,0.823253641592097,0.02417
